Timestamp,"1. Actualmente ¿trabajas en arqueología? 
",2. ¿Con que género te identificas?,3. ¿En qué rango de edad te encuentras?, 4. ¿En cuál de las siguientes áreas has desarrollado principalmente tu trabajo?  ,"5. Actualmente, ¿cómo obtienes tus ingresos relacionados con arqueología? Puedes seleccionar varias opciones",6 ¿Cuántos años tienes de experiencia en Arqueología?,"7. ¿Cuál es tu nivel de formación académica?
"," 8. ¿Cuál es tu ingreso mensual promedio relacionado con la arqueología?  Si tienes varias fuentes, un promedio general","9. ¿En qué departamento realizas la mayor parte de tu trabajo? Si tienes varios, elige los 2 más significativos. También aplica trabajo académico","10. En tu experiencia, ¿qué factor ha tenido mayor impacto en tus ingresos como arqueólog@?  Lo que mas te ha ayudado a subir tu salario considerablemente",11. ¿Cuál es actualmente tu cargo o rol en arqueología?,"  12. ¿En qué tipo de proyecto o empresa trabajas principalmente?  Si tienes varios, elige el más importante",13.Tus ingresos en arqueología son...,"14. En un mes típico, ¿cuántos días realizas trabajo de campo?",15. ¿Cuántas personas tienes a cargo dentro de tu proyecto o empleo?,16. ¿Cuáles de herramientas tecnológicas utilizas más para tus trabajos en arqueología? Elige todas las que sepas manejar,"17. ¿En que grado, consideras tú que es el mayor problema del mercado laboral de la Arqueología en Colombia? Elige el que consideras más relevante",18. ¿Valió la pena para ti hacer posgrado en arqueología? A nivel de salario y desarrollo profesional,"19. ¿En qué área está tu posgrado? Especialización, maestría o doctorado. Elige solo una","20. Según tu experiencia y lo que notas, ¿crees que tu remuneración actual es..?","21. Si pudieras cambiar una sola cosa para mejorar la profesión de los arqueólogos en Colombia, ¿cuál sería?","22.  Si pudieras decidir de nuevo, ¿volverías a elegir arqueología en Colombia como profesión? Califica de 1 a 5

1. No
2. Probablemente no
3. Quizás...Tal vez
4. Probablemente si
5. Claro ¡Me encanta!",Comentarios y sugerencias que nos quieras hacer o compartir. Puedes dejarnos reflexiones y anécdotas sobre tu vida profesional. Queremos escucharte
6/1/2026 20:22:01,"Si, es mi profesión principal",Mujer,26 años - 30 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,Entre 1 a 3 años,Pregrado,De 5 millones a 6 millones,"Cesar, La Guajira, Magdalena",Tus buenos contactos y tu red profesional,Auxiliar de arqueología,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Muy estables. Cuento siempre con un salario fijo,Más de 15 días,De 1 a 3 personas,"Excel, Word, QGis, Software de creación 3D: Blender, Agisfot Metashape, SketchUp, etc, ArcGis, AutoCAD, Google Maps, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Bajos salarios,"Útil. Lo mejoró si, pero no lo que esperaba",No tengo posgrado,No sé cuánto debería ganar realmente,Mejor reconocimiento profesional,5,
6/1/2026 20:23:49,"Si, es mi profesión principal",Hombre,36 años - 40 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Empleado directo de tiempo completo, Contratista - prestación de servicios",4 a 6 años,Pregrado,De 2.5 millones a 3 millones,"Atlánico, Sucre",Años de experiencia,Auxiliar de arqueología,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Variables. Depende de contratos,Más de 15 días,Ninguna,"Excel, Word, QGis, ArcGis, Google Maps",Falta de estabilidad laboral,"No tengo título de posgrado aún, pero quiero hacerlo",No tengo posgrado,Algo menor de lo que debería ganar,Mayor estabilidad laboral,3,"Actualmente la arqueología está en un debate ético y profesional. Muchos de los trabajos conseguidos son por recomendaciones de otros colegas, porque el mercado laboral de arqueología, muchas veces recae en la relación que hay entre conocidos y dueños de los proyectos. 

Otra cosa, soy antropólogo y como muchos de mis colegas, hemos asumido la arqueologia como principal medio económico. No obstante, el aprendizaje debe asumirse con responsabilidad y no únicamente estar allí por estar y saltarse un montón de requisitos que afectan el patrimonio arqueólogico. 

"
6/1/2026 20:24:31,"Si, es mi profesión principal",Hombre,41 años - 45 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,11 y 15 años,Especializacion,De 3 millones a 4 millones,Valle del Cauca,"Nivel de formacion academica (especializacion, maestria, doctorado)",Arqueólogo,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Variables. Depende de contratos,Más de 15 días,De 1 a 3 personas,"Excel, Word, Google Sheets, QGis, Google Maps, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Falta de reconocimiento profesional,Para nada. Lo que aprendí no se aplica en mi trabajo. La inversión se perdió,Antropología en general o arqueología,Mucho menor a la que debería ganar,Mayor estabilidad laboral,1,"El desconocimiento técnico y conceptual del mismo que hacer y la destrucción del patrimonio por parte de los mismo arqueólogos es otro punto en contra como profesionales. Realmente el gremio de los arqueólogos hay un analfabetismo técnico y conceptual muy alto y alto consumo de drogas en público en los proyectos, lo que aún afecta  más nuestra reputación y ejercicio profesional. "
6/1/2026 20:27:07,"Si, es mi profesión principal",Hombre,36 años - 40 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Empleado directo de tiempo completo, Trabajador independiente, Consultoria, Emprendimientos propios - empresa propia, Dando cursos online y presenciales",7 a 10 años,Pregrado,De 4 millones a 5 millones,"Atlánico, Casanare, Meta, Quindio, Valle del Cauca",Tener RNA,Coordinador de proyectos o afines,Empresas petroleras o de extracción de gas,Variables. Depende de contratos,De 1 a 5 días,De 4 a 10 personas,"Excel, Word, SPSS, QGis, Google Maps, Fotogrametría, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc",Falta de estabilidad laboral,"No tengo título de posgrado aún, pero quiero hacerlo",No tengo posgrado,Algo menor de lo que debería ganar,Mayor estabilidad laboral,4,"no sólo es la estabilidad laboral, también hay otros factores como son la precarización del trabajo con la tercerización de la profesión afectando el profesional entorno al salario, porque hay muchas empresas que desmeritan el trabajo arqueológico y ofrecen salarios paupérrimos aunado a pocas ofertas labores. "
6/1/2026 20:36:25,"Si, es mi profesión principal",Mujer,26 años - 30 años,Ambas por igual,Contratista - prestación de servicios,Entre 1 a 3 años,Pregrado,De 3 millones a 4 millones,Bogotá D.C.,Tus buenos contactos y tu red profesional,Arqueólogo,Universidad,Variables. Depende de contratos,Más de 15 días,Ninguna,"Excel, Word, Google Sheets, QGis, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Inteligencia Artificial",Falta de estabilidad laboral,"No tengo título de posgrado aún, pero quiero hacerlo",No tengo posgrado,Mucho menor a la que debería ganar,Mayor estabilidad laboral,2,
6/1/2026 20:42:09,"Si, es mi profesión principal",Hombre,26 años - 30 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Trabajador independiente,Entre 1 a 3 años,Pregrado,De 3 millones a 4 millones,Meta,Tus buenos contactos y tu red profesional,Arqueólogo,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Variables. Depende de contratos,Más de 15 días,Ninguna,"Excel, Word, Google Sheets, QGis, ArcGis, AutoCAD, Google Maps, Fotogrametría, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Falta de reconocimiento profesional,Considero que el posgrado no es relevante,No tengo posgrado,Mucho menor a la que debería ganar,Mejor reconocimiento profesional,2,
6/1/2026 20:54:19,"Si, ocasionalmente",Hombre,26 años - 30 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Contratista - prestación de servicios,Entre 1 a 3 años,Pregrado,De 4 millones a 5 millones,Meta,Sector hidrocarburos,Arqueólogo,Empresas petroleras o de extracción de gas,Ocasionales o esporádicos,Más de 15 días,Ninguna,"Word, QGis",Bajos salarios,"No tengo título de posgrado aún, pero quiero hacerlo",No tengo posgrado,Aproximadamente lo que debería ganar,Mejor reconocimiento profesional,3,
6/1/2026 20:59:45,"Si, es mi profesión principal",Mujer,20 años - 25 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,Entre 1 a 3 años,Pregrado,De 3 millones a 4 millones,"Bogotá D.C., Boyacá","Conocimientos especializados en zooarqueología, bioarqueología o afines",Auxiliar de arqueología,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Variables. Depende de contratos,Más de 15 días,De 4 a 10 personas,"Excel, Word",Bajos salarios,"No tengo título de posgrado aún, pero quiero hacerlo",No tengo posgrado,No sé cuánto debería ganar realmente,Mayor estabilidad laboral,3,
6/1/2026 21:02:22,"Si, es mi profesión principal",Hombre,41 años - 45 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,11 y 15 años,Maestría,De 5 millones a 6 millones,"Bogotá D.C., Boyacá, Cesar, Cundinamarca, Santander, Antioquía ","Tu especialidad técnica en arqueología: cerámica, líticos, etc",Profesional Residente de obra,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Variables. Depende de contratos,Más de 15 días,Ninguna,"Excel, Word, QGis, ArcGis, Google Maps, Fotogrametría, Redes sociales: WhatsApp, Telegram, etc",Falta de claridad en tarifas u honorarios,Poco útil. Muy poco realmente,Antropología en general o arqueología,Mucho menor a la que debería ganar,Mayor estabilidad laboral,3,
6/1/2026 21:03:53,"No actualmente, pero lo he hecho antes",Mujer,26 años - 30 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Contratista - prestación de servicios, Consultoria",7 a 10 años,Maestría,De 4 millones a 5 millones,"Bogotá D.C., Atlánico",Manejar SIG,Consultor,Consultoría ambiental o estudios de impacto,Un poco fijos. Dependen de mis ingresos generados por consultoría o creación de contenido,De 1 a 5 días,Ninguna,"Excel, Word, QGis, ArcGis, Google Maps, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Redes sociales: WhatsApp, Telegram, etc",Falta de relación entre formación y oportunidades laborales,Para nada. Lo que aprendí no se aplica en mi trabajo. La inversión se perdió,Antropología en general o arqueología,Mucho menor a la que debería ganar,Mejor reconocimiento profesional,1,
6/1/2026 21:15:02,"Si, ocasionalmente",Hombre,50 años o más,"Gestión, coordinación de planes de manejo arqueológico, documentación, divulgación","Contratista - prestación de servicios, Trabajador independiente, Museos y conservación. Gestor cultural, Generando material didáctico",11 y 15 años,Maestría,De 4 millones a 5 millones,"Bogotá D.C., Cundinamarca",Tener una marca personal reconocida,Coordinador de proyectos o afines,Gestión del patrimonio cultural,Variables. Depende de contratos,De 1 a 5 días,De 1 a 3 personas,"Google Maps, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Redes sociales: WhatsApp, Telegram, etc",Otro,no me interesa hacer posgrado,Gestión del patrimonio cultural. Curaduría y restauración. Arquitectura. Estudios urbanisticos. Museología. Artes,Aproximadamente lo que debería ganar,Mejores salarios,3,
6/1/2026 21:31:17,"Si, es mi profesión principal",Mujer,36 años - 40 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Contratista - prestación de servicios,11 y 15 años,Especializacion,6 millones a 7 millones,"Bogotá D.C., Antioquia",Tus buenos contactos y tu red profesional,Director o lider de proyecto,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Variables. Depende de contratos,De 1 a 5 días,De 1 a 3 personas,"Excel, Word, QGis, AutoCAD, Google Maps, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial, Kobo, qfield, avenza ",Otro,Definitivamente. Mejoró mis oportunidades y mi salario,"Derecho. Antropología forense. Arqueología forense. Derechos humanos, enfocado al tema forense.",Aproximadamente lo que debería ganar,Más oportunidades de empleo,5,
6/1/2026 21:36:37,"Si, es mi profesión principal",Hombre,41 años - 45 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Empleado directo de tiempo completo, Contratista - prestación de servicios",7 a 10 años,Maestría,De 4 millones a 5 millones,"Bogotá D.C., Cundinamarca, Antioquia",Años de experiencia,Arqueólogo,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Variables. Depende de contratos,Más de 15 días,De 1 a 3 personas,"Excel, Word, QGis, Google Maps, Fotogrametría, Inteligencia Artificial",Poca oferta de empleos,Para nada. Lo que aprendí no se aplica en mi trabajo. La inversión se perdió,Gestión del patrimonio cultural. Curaduría y restauración. Arquitectura. Estudios urbanisticos. Museología. Artes,Mucho menor a la que debería ganar,Mejor reconocimiento profesional,1,"La arqueología no es valorada dentro de las ciencias sociales en Colombia, además de que hay poco trabajo y el estado con las normativas y la burocracia hace que el trabajo de la arqueología haya menguado, es bien sabido que por Ley se debe hacer en algunas obras de construcción, además de que en investigación no hay oportunidades, se reduce mucho a la academia y el círculo es cerrado, tampoco se tiene una agremiación que defienda los derechos laborales y a la arqueología que es una profesión de tercera clase. La importancia y relevancia de la arqueología como parte de las ciencias sociales y de la historia, no tiene una buena institucionalidad, además está centralizada y politizada, acá en Colombia la arqueología es subvalorada, y en campos aparte de la preventiva, está muy quedada en comparación a la de otros países. Tampoco hay oferta educativa al respecto, es decir especializaciones etc., y además en este ámbito no hay colegage, tampoco existe la interdisciplanariedad. No hay buena producción científica, es más técnica. Laboralmente no hay oportunidades y todo está muy limitado. "
6/1/2026 21:41:21,"Si, es mi profesión principal",Hombre,46 años -50 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,11 y 15 años,Maestría,Más de 10 millones,Bogotá D.C.,Años de experiencia,Coordinador de proyectos o afines,Consultoría ambiental o estudios de impacto,Muy estables. Cuento siempre con un salario fijo,No realizo trabajo de campo,De 1 a 3 personas,"Excel, Word, QGis, Google Maps, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Falta de relación entre formación y oportunidades laborales,Definitivamente. Mejoró mis oportunidades y mi salario,Zooarqueología. Biología. Bioarqueología. Osteología. Medicina. Nurición. Paleoantropologia,Aproximadamente lo que debería ganar,Mejor reconocimiento profesional,5,"Las dificultades que se presentan hoy en día radican en la fragmentación del gremio, sumado a la falta de articulación de la formación académica con el ejercicio profesional. Más posicionamiento como gremio puede mejorar las condiciones laborales y de investigación académica. "
